sys_guid,sys_dtcreated,sys_timestamp,sys_recver,id,description,token,source,pack_id,disabled

455bff2eb037408e9528d49014cc10dc,2026-04-20 12:00:00,2026-04-20 12:00:00,0,acuerdo-pago,"Crear acuerdo de pago",acuerdo-pago,cxc/sise/cxc-acuerdo-pago.dkl,cxc,0
