"sys_pk","sys_guid","sys_dtcreated","sys_timestamp","sys_dtexported","sys_user","sys_lastuser","sys_info","sys_exported","sys_deleted","sys_recver","sys_lock","codpos"

1,3260852540e449978567fbe1523fb29d,"2025-11-10 11:11:05","2025-11-10 11:11:05",\N,\N,\N,\N,0,0,0,\N,"00000"
